index,event_id,minute,second,team_id,player_id,x,y,end_x,end_y,type_display_name,outcome_type_display_name,period_display_name,player_name,Position
237,75,13,12,Real Madrid,337782,30.5,93.7,,,BallTouch,Unsuccessful,FirstHalf,Vinicius Junior,FWD
238,183,13,13,Manchester City,136741,70.5,5.4,68.7,5.6,Pass,Unsuccessful,FirstHalf,Bernardo Silva,RM
239,76,13,13,Real Madrid,337782,26.6,95.3,,,BallTouch,Successful,FirstHalf,Vinicius Junior,FWD
240,184,13,14,Manchester City,136741,66.7,4.3,,,BallRecovery,Successful,FirstHalf,Bernardo Silva,RM
241,185,13,15,Manchester City,136741,67.8,3.1,58.8,6,Pass,Unsuccessful,FirstHalf,Bernardo Silva,RM
242,77,13,15,Real Madrid,347862,39.7,95,,,Interception,Successful,FirstHalf,Rodrygo,FWD
243,187,13,36,Manchester City,69778,62.7,0,74.4,22.9,Pass,Successful,FirstHalf,Kyle Walker,RB
244,744,13,37,Real Madrid,39722,26.5,76.1,,,Challenge,Unsuccessful,FirstHalf,David Alaba,CB
245,969,13,37,Manchester City,315227,73.5,23.9,,,TakeOn,Successful,FirstHalf,Erling Haaland,FWD
246,188,13,39,Manchester City,315227,74.6,28,76.5,30.2,Pass,Unsuccessful,FirstHalf,Erling Haaland,FWD
247,79,13,39,Real Madrid,337879,29.5,66.8,,,BlockedPass,Successful,FirstHalf,Eder Militao,CB
248,189,13,41,Manchester City,303139,66.7,28.7,57.8,66.5,Pass,Successful,FirstHalf,Hernandez Rodri,DM
249,190,13,45,Manchester City,297390,62.8,74.3,70.4,78.9,Pass,Successful,FirstHalf,Manuel Akanji,LB
250,88,15,6,Real Madrid,369109,13.2,100,22.6,95,Pass,Successful,FirstHalf,Eduardo Camavinga,LB
251,191,13,49,Manchester City,77464,77.4,78.6,80.5,80.3,Pass,Unsuccessful,FirstHalf,Ilkay Gundogan,AM
252,80,13,49,Real Madrid,344644,22.3,19.2,,,Interception,Successful,FirstHalf,Federico Valverde,MC
253,192,13,51,Manchester City,297390,70.3,79.1,73.5,80.1,Pass,Unsuccessful,FirstHalf,Manuel Akanji,LB
254,81,13,52,Real Madrid,347862,26,16.7,,,BlockedPass,Successful,FirstHalf,Rodrygo,FWD
255,82,13,55,Real Madrid,347862,26.2,18.3,,,CornerAwarded,Unsuccessful,FirstHalf,Rodrygo,FWD
256,193,13,55,Manchester City,297390,73.8,81.7,,,CornerAwarded,Successful,FirstHalf,Manuel Akanji,LB
257,194,14,19,Manchester City,113069,99.5,99.5,97.9,54,Pass,Unsuccessful,FirstHalf,Jack Grealish,LM
258,83,14,21,Real Madrid,73798,2.1,46.2,18.1,11.6,Punch,Successful,FirstHalf,Thibaut Courtois,GK
259,195,14,28,Manchester City,113069,87.8,70.1,,,TakeOn,Unsuccessful,FirstHalf,Jack Grealish,LM
260,84,14,28,Real Madrid,337782,12.2,29.9,,,Tackle,Successful,FirstHalf,Vinicius Junior,FWD
261,85,14,28,Real Madrid,337782,13.8,30.4,,,BallRecovery,Successful,FirstHalf,Vinicius Junior,FWD
262,86,14,29,Real Madrid,337782,13.8,30.4,21.4,18.9,Pass,Unsuccessful,FirstHalf,Vinicius Junior,FWD
263,196,14,30,Manchester City,77464,79.6,80.4,,,BallRecovery,Successful,FirstHalf,Ilkay Gundogan,AM
264,197,14,32,Manchester City,77464,89.6,78.2,88.6,8.8,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
265,198,14,36,Manchester City,136741,88.5,8,,,BallTouch,Unsuccessful,FirstHalf,Bernardo Silva,RM
266,89,15,7,Real Madrid,14296,22.6,95,15.5,87.2,Pass,Successful,FirstHalf,Karim Benzema,FWD
267,90,15,7,Real Madrid,20874,15.5,87.2,10.5,94.2,Pass,Successful,FirstHalf,Luka Modric,CM
268,91,15,10,Real Madrid,369109,9.7,83.4,2.7,57.9,Pass,Successful,FirstHalf,Eduardo Camavinga,LB
269,92,15,12,Real Madrid,73798,2.7,57.9,28.6,94.7,Pass,Unsuccessful,FirstHalf,Thibaut Courtois,GK
270,200,15,16,Manchester City,69778,69.8,2,81.3,14.3,Pass,Unsuccessful,FirstHalf,Kyle Walker,RB
271,93,15,18,Real Madrid,20874,19.9,86.3,29.2,78.8,Pass,Unsuccessful,FirstHalf,Luka Modric,CM
272,201,15,19,Manchester City,303139,73.3,15.7,,,BallRecovery,Successful,FirstHalf,Hernandez Rodri,DM
273,202,15,20,Manchester City,303139,73,15.2,75.1,6.5,Pass,Successful,FirstHalf,Hernandez Rodri,DM
274,203,15,21,Manchester City,136741,75.1,6.5,67.9,2.9,Pass,Successful,FirstHalf,Bernardo Silva,RM
275,204,15,23,Manchester City,69778,67.8,4.3,57.5,62.9,Pass,Successful,FirstHalf,Kyle Walker,RB
276,205,15,25,Manchester City,297390,57.4,62.7,61.2,49.3,Pass,Successful,FirstHalf,Manuel Akanji,LB
277,970,15,28,Manchester City,77464,61.6,49.9,,,TakeOn,Unsuccessful,FirstHalf,Ilkay Gundogan,AM
278,206,15,29,Manchester City,77464,61.8,48.6,,,Foul,Successful,FirstHalf,Ilkay Gundogan,AM
279,94,15,29,Real Madrid,344644,38.2,51.4,,,Foul,Unsuccessful,FirstHalf,Federico Valverde,MC
280,237,15,31,Manchester City,303139,57.2,49.4,53,66.5,Pass,Successful,FirstHalf,Hernandez Rodri,DM
281,207,15,33,Manchester City,297390,53.9,63.9,66.1,79.5,Pass,Successful,FirstHalf,Manuel Akanji,LB
282,208,15,35,Manchester City,73084,68.8,82.5,77.9,95.1,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
283,209,15,42,Manchester City,113069,95.8,84.3,71.9,83.9,Pass,Successful,FirstHalf,Jack Grealish,LM
284,210,15,47,Manchester City,303139,72.5,79.8,66.6,67.8,Pass,Successful,FirstHalf,Hernandez Rodri,DM
285,211,15,52,Manchester City,297390,73.9,68,79.8,95.6,Pass,Successful,FirstHalf,Manuel Akanji,LB
286,212,15,56,Manchester City,73084,90.6,87.5,93.3,51.2,Pass,Unsuccessful,FirstHalf,Kevin De-Bruyne,AM
287,95,15,57,Real Madrid,337879,7.4,46.2,34.2,0,Clearance,Successful,FirstHalf,Eder Militao,CB
288,214,16,9,Manchester City,303139,57.4,100,57,70.1,Pass,Successful,FirstHalf,Hernandez Rodri,DM
289,215,16,14,Manchester City,101374,63.1,67.8,59.8,82.8,Pass,Successful,FirstHalf,John Stones,DM
290,216,16,16,Manchester City,303139,59.8,82.8,70.4,84.2,Pass,Successful,FirstHalf,Hernandez Rodri,DM
291,217,16,17,Manchester City,113069,70.4,84.2,56.2,95.9,Pass,Successful,FirstHalf,Jack Grealish,LM
292,218,16,21,Manchester City,297390,55.9,96.6,65.4,90.6,Pass,Successful,FirstHalf,Manuel Akanji,LB
293,219,16,23,Manchester City,113069,67.9,88.5,71.2,86.6,Pass,Unsuccessful,FirstHalf,Jack Grealish,LM
294,97,16,23,Real Madrid,344644,34,13.4,,,BallTouch,Successful,FirstHalf,Federico Valverde,MC
295,221,16,30,Manchester City,113069,69.6,100,52.7,93.2,Pass,Successful,FirstHalf,Jack Grealish,LM
296,222,16,32,Manchester City,297390,46.6,88.5,43.3,25.4,Pass,Successful,FirstHalf,Manuel Akanji,LB
297,223,16,36,Manchester City,69778,43.3,25.4,60.7,16.4,Pass,Successful,FirstHalf,Kyle Walker,RB
298,224,16,37,Manchester City,77464,60.5,16.4,54.8,30.7,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
299,225,16,42,Manchester City,101374,61.9,36.4,68.6,21.4,Pass,Successful,FirstHalf,John Stones,DM
300,226,16,45,Manchester City,77464,75.3,26,100,73.4,Pass,Unsuccessful,FirstHalf,Ilkay Gundogan,AM
301,100,17,4,Real Madrid,39722,4.3,57.6,4.1,48.7,Pass,Successful,FirstHalf,David Alaba,CB
302,101,17,7,Real Madrid,73798,8.3,51.5,18.9,51.1,Pass,Successful,FirstHalf,Thibaut Courtois,GK
303,102,17,8,Real Madrid,31772,18.7,52.4,9,31.4,Pass,Successful,FirstHalf,Toni Kroos,CM
304,103,17,11,Real Madrid,337879,9.4,27.5,5.1,44.5,Pass,Successful,FirstHalf,Eder Militao,CB
305,104,17,14,Real Madrid,73798,8.8,43.8,63.6,11.9,Pass,Unsuccessful,FirstHalf,Thibaut Courtois,GK
306,228,17,17,Manchester City,101374,44.4,83.3,65.6,98.3,Pass,Successful,FirstHalf,John Stones,DM
307,229,17,20,Manchester City,297390,65.6,98.3,,,BallRecovery,Successful,FirstHalf,Manuel Akanji,LB
308,230,17,23,Manchester City,297390,69.8,98.1,60.9,72.5,Pass,Successful,FirstHalf,Manuel Akanji,LB
309,231,17,25,Manchester City,77464,60.9,72.5,75,63.9,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
310,232,17,28,Manchester City,315227,72,69.5,71.7,73.2,Pass,Successful,FirstHalf,Erling Haaland,FWD
311,233,17,28,Manchester City,77464,70.1,72.8,,,Foul,Successful,FirstHalf,Ilkay Gundogan,AM
312,105,17,28,Real Madrid,344644,29.9,27.2,,,Foul,Unsuccessful,FirstHalf,Federico Valverde,MC
313,234,18,14,Manchester City,73084,72.1,72.8,,,MissedShots,Successful,FirstHalf,Kevin De-Bruyne,AM
314,107,18,30,Real Madrid,337879,4.9,40.3,3.5,50.1,Pass,Successful,FirstHalf,Eder Militao,CB
315,108,18,33,Real Madrid,73798,8.8,50.7,26.2,43.2,Pass,Successful,FirstHalf,Thibaut Courtois,GK
316,109,18,34,Real Madrid,20874,26.2,43.2,22.5,22.6,Pass,Successful,FirstHalf,Luka Modric,CM
317,110,18,37,Real Madrid,337879,27.5,13.1,31.9,3.9,Pass,Successful,FirstHalf,Eder Militao,CB
318,111,18,39,Real Madrid,106883,32.2,4.4,38.4,9.2,Pass,Successful,FirstHalf,Dani Carvajal,RB
319,112,18,46,Real Madrid,20874,31.5,2.5,39.5,0,Pass,Unsuccessful,FirstHalf,Luka Modric,CM
320,238,18,54,Manchester City,297390,68.5,100,52,94,Pass,Successful,FirstHalf,Manuel Akanji,LB
321,239,18,56,Manchester City,313171,51.1,91.5,59.7,95.6,Pass,Successful,FirstHalf,Ruben Dias,CB
322,240,18,58,Manchester City,297390,60.1,96.3,63.1,87.8,Pass,Successful,FirstHalf,Manuel Akanji,LB
323,241,18,59,Manchester City,77464,63.1,87.8,46.4,87.5,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
324,242,19,4,Manchester City,313171,53.4,75.8,58.4,70.8,Pass,Successful,FirstHalf,Ruben Dias,CB
325,243,19,4,Manchester City,77464,58.3,71,45.6,63.8,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
326,244,19,6,Manchester City,303139,45.6,63.8,41.1,36.2,Pass,Successful,FirstHalf,Hernandez Rodri,DM
327,245,19,14,Manchester City,69778,62.5,8.3,57.6,35.2,Pass,Successful,FirstHalf,Kyle Walker,RB
328,246,19,18,Manchester City,303139,61.2,38.2,63.2,76.4,Pass,Successful,FirstHalf,Hernandez Rodri,DM
329,247,19,20,Manchester City,297390,63.7,76.5,70.1,97.5,Pass,Successful,FirstHalf,Manuel Akanji,LB
330,248,19,25,Manchester City,113069,70.6,87.8,,,BallTouch,Successful,FirstHalf,Jack Grealish,LM
331,249,19,26,Manchester City,303139,73.2,75.2,69.2,75.9,Pass,Successful,FirstHalf,Hernandez Rodri,DM
332,250,19,27,Manchester City,113069,69,75.9,74.1,76.7,Pass,Successful,FirstHalf,Jack Grealish,LM
333,251,19,29,Manchester City,303139,75.1,79.1,62.5,82.4,Pass,Successful,FirstHalf,Hernandez Rodri,DM
334,252,19,33,Manchester City,297390,65.1,75.2,70,84,Pass,Successful,FirstHalf,Manuel Akanji,LB
335,253,19,39,Manchester City,303139,70.3,68.4,64.1,74.3,Pass,Successful,FirstHalf,Hernandez Rodri,DM
336,254,19,41,Manchester City,297390,63.8,75.2,71.3,79.2,Pass,Successful,FirstHalf,Manuel Akanji,LB
337,255,19,43,Manchester City,113069,71,79.7,58.9,96.6,Pass,Successful,FirstHalf,Jack Grealish,LM
338,256,19,47,Manchester City,297390,56.5,93.3,60.2,75.8,Pass,Successful,FirstHalf,Manuel Akanji,LB
339,257,19,48,Manchester City,303139,60.2,75.8,60.9,56,Pass,Successful,FirstHalf,Hernandez Rodri,DM
340,132,24,8,Real Madrid,347862,58.8,22.5,,,BallTouch,Successful,FirstHalf,Rodrygo,FWD
341,258,19,56,Manchester City,101374,68.8,43.7,64.3,21.1,Pass,Successful,FirstHalf,John Stones,DM
342,259,19,58,Manchester City,69778,64.7,14,73.7,2.3,Pass,Successful,FirstHalf,Kyle Walker,RB
343,260,20,0,Manchester City,136741,73.6,2.3,90,9.4,Pass,Successful,FirstHalf,Bernardo Silva,RM
344,261,20,4,Manchester City,73084,93.8,19.7,,,TakeOn,Unsuccessful,FirstHalf,Kevin De-Bruyne,AM
345,114,20,4,Real Madrid,20874,6.2,80.3,,,Tackle,Successful,FirstHalf,Luka Modric,CM
346,115,20,6,Real Madrid,20874,6.2,80.3,,,CornerAwarded,Unsuccessful,FirstHalf,Luka Modric,CM
347,262,20,6,Manchester City,73084,93.8,19.7,,,CornerAwarded,Successful,FirstHalf,Kevin De-Bruyne,AM
348,263,20,32,Manchester City,73084,99.5,0.5,85.7,13.7,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
349,264,20,34,Manchester City,136741,85.6,13.7,93.6,13.3,Pass,Successful,FirstHalf,Bernardo Silva,RM
350,265,20,36,Manchester City,73084,94.8,15.2,92.1,68.6,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
351,266,20,38,Manchester City,297390,92.1,68.6,95.7,44.8,Pass,Successful,FirstHalf,Manuel Akanji,LB
352,267,20,39,Manchester City,315227,95.1,42.8,,,Aerial,Successful,FirstHalf,Erling Haaland,FWD
353,116,20,39,Real Madrid,369109,4.9,57.2,,,Aerial,Unsuccessful,FirstHalf,Eduardo Camavinga,LB
354,268,20,39,Manchester City,315227,95.7,44.8,,,SavedShot,Successful,FirstHalf,Erling Haaland,FWD
355,117,20,40,Real Madrid,73798,1.8,51,,,Save,Successful,FirstHalf,Thibaut Courtois,GK
356,118,20,41,Real Madrid,73798,2.2,52,,,CornerAwarded,Unsuccessful,FirstHalf,Thibaut Courtois,GK
357,269,20,41,Manchester City,315227,97.8,48,,,CornerAwarded,Successful,FirstHalf,Erling Haaland,FWD
358,270,20,58,Manchester City,113069,99.5,99.5,100,29.9,Pass,Unsuccessful,FirstHalf,Jack Grealish,LM
359,120,21,17,Real Madrid,73798,4.2,54.6,4.9,17.2,Pass,Successful,FirstHalf,Thibaut Courtois,GK
360,121,21,20,Real Madrid,337879,5,12.5,9.1,0,Pass,Unsuccessful,FirstHalf,Eder Militao,CB
361,273,21,26,Manchester City,113069,91.9,100,80.1,97.1,Pass,Successful,FirstHalf,Jack Grealish,LM
362,274,21,29,Manchester City,297390,80.1,97.1,40.2,96.3,Pass,Successful,FirstHalf,Manuel Akanji,LB
363,275,21,36,Manchester City,313171,40.2,90.5,33.1,60,Pass,Successful,FirstHalf,Ruben Dias,CB
364,276,21,40,Manchester City,69778,33.5,50.1,35.4,34.6,Pass,Successful,FirstHalf,Kyle Walker,RB
365,277,21,41,Manchester City,101374,35.4,34.6,34.2,47.9,Pass,Successful,FirstHalf,John Stones,DM
366,278,21,45,Manchester City,69778,34.9,44.6,32.3,70.4,Pass,Successful,FirstHalf,Kyle Walker,RB
367,279,21,51,Manchester City,313171,44,72.2,48.4,51.3,Pass,Successful,FirstHalf,Ruben Dias,CB
368,280,21,53,Manchester City,101374,49.1,47.6,72.2,0,Pass,Unsuccessful,FirstHalf,John Stones,DM
369,124,22,8,Real Madrid,369109,32.9,100,40.1,97,Pass,Successful,FirstHalf,Eduardo Camavinga,LB
370,125,22,10,Real Madrid,337782,40.1,97,,,BallTouch,Unsuccessful,FirstHalf,Vinicius Junior,FWD
371,282,22,11,Manchester City,136741,66.9,3.8,,,BallRecovery,Successful,FirstHalf,Bernardo Silva,RM
372,283,22,11,Manchester City,136741,66.9,3.8,65.1,12.8,Pass,Successful,FirstHalf,Bernardo Silva,RM
373,284,22,12,Manchester City,303139,65.1,12.8,74,38.5,Pass,Successful,FirstHalf,Hernandez Rodri,DM
374,285,22,14,Manchester City,113069,74.7,41.2,,,TakeOn,Unsuccessful,FirstHalf,Jack Grealish,LM
375,126,22,14,Real Madrid,337879,25.3,58.8,,,Tackle,Unsuccessful,FirstHalf,Eder Militao,CB
376,127,22,16,Real Madrid,106883,25,37,,,Challenge,Unsuccessful,FirstHalf,Dani Carvajal,RB
377,286,22,16,Manchester City,113069,75,63,,,TakeOn,Successful,FirstHalf,Jack Grealish,LM
378,287,22,23,Manchester City,113069,74,69.8,68.8,50.9,Pass,Successful,FirstHalf,Jack Grealish,LM
379,628,58,34,Manchester City,297390,52.2,66.5,,,Aerial,Unsuccessful,SecondHalf,Manuel Akanji,LB
380,288,22,28,Manchester City,303139,70.2,46.7,81.7,8.5,Pass,Successful,FirstHalf,Hernandez Rodri,DM
381,289,22,32,Manchester City,136741,84.8,8.9,94.4,24.7,Pass,Successful,FirstHalf,Bernardo Silva,RM
382,290,22,36,Manchester City,101374,94.5,11,77.1,5.3,Pass,Successful,FirstHalf,John Stones,DM
383,291,22,38,Manchester City,69778,77.2,5.8,77.4,23.3,Pass,Successful,FirstHalf,Kyle Walker,RB
384,292,22,40,Manchester City,73084,77.8,23.6,89.8,32.2,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
385,293,22,42,Manchester City,136741,90.3,37.3,,,Goal,Successful,FirstHalf,Bernardo Silva,RM
386,128,24,2,Real Madrid,14296,49.9,49.9,33.9,31.2,Pass,Successful,FirstHalf,Karim Benzema,FWD
387,129,24,5,Real Madrid,337879,34.3,30.6,46.1,9.1,Pass,Successful,FirstHalf,Eder Militao,CB
388,130,24,6,Real Madrid,106883,46.1,9.1,58.1,22.8,Pass,Successful,FirstHalf,Dani Carvajal,RB
389,131,24,8,Real Madrid,347862,58.7,21,,,Dispossessed,Successful,FirstHalf,Rodrygo,FWD
390,294,24,8,Manchester City,297390,41.3,79,,,Tackle,Unsuccessful,FirstHalf,Manuel Akanji,LB
391,524,24,9,Manchester City,297390,41.8,78.5,44.7,73.5,Pass,Successful,FirstHalf,Manuel Akanji,LB
392,133,24,10,Real Madrid,344644,53.4,23.1,,,Challenge,Unsuccessful,FirstHalf,Federico Valverde,MC
393,295,24,10,Manchester City,303139,46.6,76.9,,,TakeOn,Successful,FirstHalf,Hernandez Rodri,DM
394,296,24,10,Manchester City,303139,47.8,76.7,,,BallRecovery,Successful,FirstHalf,Hernandez Rodri,DM
395,297,24,13,Manchester City,303139,56.6,65.3,46.9,41.8,Pass,Successful,FirstHalf,Hernandez Rodri,DM
396,298,24,17,Manchester City,69778,46.8,41.8,31,46.9,Pass,Successful,FirstHalf,Kyle Walker,RB
397,299,24,21,Manchester City,101374,33,56.4,30.7,74.7,Pass,Successful,FirstHalf,John Stones,DM
398,300,24,23,Manchester City,313171,30.7,74.7,40.2,93.8,Pass,Successful,FirstHalf,Ruben Dias,CB
399,301,24,26,Manchester City,297390,39.1,91.5,39.4,77.6,Pass,Successful,FirstHalf,Manuel Akanji,LB
400,302,24,27,Manchester City,303139,39.4,77.6,25.1,78.5,Pass,Successful,FirstHalf,Hernandez Rodri,DM
401,303,24,30,Manchester City,313171,22.2,68.3,29.9,7.9,Pass,Successful,FirstHalf,Ruben Dias,CB
402,304,24,36,Manchester City,69778,30.1,7.4,44,1.1,Pass,Successful,FirstHalf,Kyle Walker,RB
403,305,24,41,Manchester City,73084,61.3,6.1,55.9,3.8,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
404,306,24,43,Manchester City,136741,55.9,3.8,53.9,19.7,Pass,Successful,FirstHalf,Bernardo Silva,RM
405,307,24,44,Manchester City,303139,53.9,19.7,55.9,4.9,Pass,Successful,FirstHalf,Hernandez Rodri,DM
406,308,24,45,Manchester City,136741,55.9,4.9,46.8,18.8,Pass,Successful,FirstHalf,Bernardo Silva,RM
407,309,24,47,Manchester City,303139,46.8,18.8,36.7,7.6,Pass,Successful,FirstHalf,Hernandez Rodri,DM
408,310,24,49,Manchester City,69778,36.7,7.6,41.5,15.4,Pass,Successful,FirstHalf,Kyle Walker,RB
409,311,24,51,Manchester City,303139,41.1,17.3,32.8,8.3,Pass,Successful,FirstHalf,Hernandez Rodri,DM
410,312,24,55,Manchester City,69778,32.5,5.9,66.4,14.8,Pass,Unsuccessful,FirstHalf,Kyle Walker,RB
411,134,24,56,Real Madrid,369109,35.3,85,49.7,91.2,Pass,Unsuccessful,FirstHalf,Eduardo Camavinga,LB
412,313,24,58,Manchester City,73084,52.2,7.9,,,Interception,Successful,FirstHalf,Kevin De-Bruyne,AM
413,136,25,9,Real Madrid,369109,46.6,100,37.8,88.3,Pass,Successful,FirstHalf,Eduardo Camavinga,LB
414,137,25,12,Real Madrid,31772,35.3,88.4,,,Dispossessed,Successful,FirstHalf,Toni Kroos,CM
415,315,25,12,Manchester City,73084,64.7,11.6,,,Tackle,Unsuccessful,FirstHalf,Kevin De-Bruyne,AM
416,138,25,13,Real Madrid,39722,29.9,80,32.5,92.7,Pass,Successful,FirstHalf,David Alaba,CB
417,139,25,14,Real Madrid,369109,31.2,92.5,8.9,66.1,Pass,Successful,FirstHalf,Eduardo Camavinga,LB
418,140,25,18,Real Madrid,73798,9.1,65.8,29.8,7.4,Pass,Successful,FirstHalf,Thibaut Courtois,GK
419,141,25,20,Real Madrid,106883,29.8,7.4,27.6,25,Pass,Successful,FirstHalf,Dani Carvajal,RB
420,142,25,24,Real Madrid,337879,33.6,27.3,69.6,49.9,Pass,Unsuccessful,FirstHalf,Eder Militao,CB
421,316,25,27,Manchester City,101374,29.6,49,,,Aerial,Successful,FirstHalf,John Stones,DM
422,143,25,27,Real Madrid,14296,70.4,51,,,Aerial,Unsuccessful,FirstHalf,Karim Benzema,FWD
423,317,25,27,Manchester City,101374,28.9,47.8,38.5,60,Pass,Unsuccessful,FirstHalf,John Stones,DM
424,144,25,29,Real Madrid,344644,65.7,42.1,69.6,59.3,Pass,Successful,FirstHalf,Federico Valverde,MC
425,145,25,31,Real Madrid,20874,70.1,61.5,74.7,74.7,Pass,Unsuccessful,FirstHalf,Luka Modric,CM
426,318,25,32,Manchester City,69778,27.8,23.2,,,BallRecovery,Successful,FirstHalf,Kyle Walker,RB
427,319,25,32,Manchester City,69778,27.8,23.2,29,33.5,Pass,Successful,FirstHalf,Kyle Walker,RB
428,320,25,37,Manchester City,136741,32.1,47.9,41.1,79.1,Pass,Successful,FirstHalf,Bernardo Silva,RM
429,321,25,41,Manchester City,297390,60.4,84.9,66.9,97.7,Pass,Successful,FirstHalf,Manuel Akanji,LB
430,322,25,45,Manchester City,113069,67.9,94.8,57.2,82.4,Pass,Successful,FirstHalf,Jack Grealish,LM
431,323,25,47,Manchester City,77464,55.8,81.3,53.1,66.9,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
432,324,25,51,Manchester City,303139,54.8,56,53,45.7,Pass,Successful,FirstHalf,Hernandez Rodri,DM
433,325,25,54,Manchester City,101374,52.7,48.2,61.7,55.8,Pass,Successful,FirstHalf,John Stones,DM
434,326,25,56,Manchester City,303139,63.3,47,75.3,11,Pass,Successful,FirstHalf,Hernandez Rodri,DM
435,146,26,2,Real Madrid,369109,23.4,69.2,,,Challenge,Unsuccessful,FirstHalf,Eduardo Camavinga,LB
436,327,26,2,Manchester City,136741,76.6,30.8,,,TakeOn,Successful,FirstHalf,Bernardo Silva,RM
437,328,26,3,Manchester City,136741,75.2,35.7,69.1,47,Pass,Successful,FirstHalf,Bernardo Silva,RM
438,329,26,6,Manchester City,77464,71.4,60.3,84,60.9,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
439,330,26,7,Manchester City,315227,83.5,63.3,,,MissedShots,Successful,FirstHalf,Erling Haaland,FWD
440,149,26,22,Real Madrid,337879,4.5,40.7,4.6,51.9,Pass,Successful,FirstHalf,Eder Militao,CB
441,381,31,5,Manchester City,303139,35.4,10.2,,,Tackle,Successful,FirstHalf,Hernandez Rodri,DM
442,382,31,6,Manchester City,69778,35,7,,,BallRecovery,Successful,FirstHalf,Kyle Walker,RB
443,150,26,26,Real Madrid,73798,11.2,53,72.8,64,Pass,Unsuccessful,FirstHalf,Thibaut Courtois,GK
444,151,26,30,Real Madrid,337782,70.6,66.5,,,Foul,Unsuccessful,FirstHalf,Vinicius Junior,FWD
445,333,26,36,Manchester City,303139,32.5,39,36.8,77.9,Pass,Successful,FirstHalf,Hernandez Rodri,DM
446,334,26,39,Manchester City,297390,37.3,75.9,30.1,69.5,Pass,Successful,FirstHalf,Manuel Akanji,LB
447,335,26,41,Manchester City,313171,30.1,69.5,42,68.1,Pass,Successful,FirstHalf,Ruben Dias,CB
448,336,26,49,Manchester City,77464,55.5,36.7,69,3.7,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
449,337,26,53,Manchester City,136741,74.4,9.8,73.2,22.4,Pass,Successful,FirstHalf,Bernardo Silva,RM
450,338,26,57,Manchester City,101374,73.2,22.3,68,33.5,Pass,Successful,FirstHalf,John Stones,DM
451,339,26,58,Manchester City,303139,68,33.5,65.7,73.1,Pass,Successful,FirstHalf,Hernandez Rodri,DM
452,340,27,3,Manchester City,297390,70.3,75.3,72.6,65.9,Pass,Successful,FirstHalf,Manuel Akanji,LB
453,341,27,5,Manchester City,77464,72.6,69.9,79.4,92.7,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
454,342,27,11,Manchester City,113069,86,83.1,72.2,76.4,Pass,Successful,FirstHalf,Jack Grealish,LM
455,343,27,13,Manchester City,77464,72.2,76.4,72.6,89.4,Pass,Successful,FirstHalf,Ilkay Gundogan,AM
456,344,27,15,Manchester City,297390,72.5,87.8,58.5,77,Pass,Successful,FirstHalf,Manuel Akanji,LB
457,345,27,19,Manchester City,313171,58.5,74.7,48.1,49,Pass,Successful,FirstHalf,Ruben Dias,CB
458,346,27,23,Manchester City,69778,45.7,37.6,44.9,23,Pass,Successful,FirstHalf,Kyle Walker,RB
459,347,27,26,Manchester City,101374,35.9,22.6,15.4,49.9,Pass,Successful,FirstHalf,John Stones,DM
460,348,27,30,Manchester City,121774,15.4,49.9,19.2,19.6,Pass,Successful,FirstHalf,Moraes Ederson ,GK
461,349,27,33,Manchester City,101374,19,19.4,34.1,4.1,Pass,Successful,FirstHalf,John Stones,DM
462,350,27,38,Manchester City,73084,35.7,7.1,31.8,31,Pass,Successful,FirstHalf,Kevin De-Bruyne,AM
463,351,27,41,Manchester City,303139,35.2,32.6,35.9,89.3,Pass,Successful,FirstHalf,Hernandez Rodri,DM
464,352,27,45,Manchester City,297390,37.6,88.5,47.4,98.9,Pass,Successful,FirstHalf,Manuel Akanji,LB
465,152,27,52,Real Madrid,337879,29.2,39.7,,,Challenge,Unsuccessful,FirstHalf,Eder Militao,CB
466,353,27,52,Manchester City,113069,70.8,60.3,,,TakeOn,Successful,FirstHalf,Jack Grealish,LM
467,220,34,42,Real Madrid,106883,45.4,3.9,,,Aerial,Successful,FirstHalf,Dani Carvajal,RB
468,354,27,54,Manchester City,113069,74.4,50.9,93.8,58.4,Pass,Unsuccessful,FirstHalf,Jack Grealish,LM
469,153,27,56,Real Madrid,73798,5.6,43.2,,,KeeperPickup,Successful,FirstHalf,Thibaut Courtois,GK
470,154,28,5,Real Madrid,73798,8.4,46.2,31.6,3.6,Pass,Successful,FirstHalf,Thibaut Courtois,GK
471,155,28,8,Real Madrid,106883,30.1,5.3,15.7,22.6,Pass,Successful,FirstHalf,Dani Carvajal,RB
